"star","nChar","income","unviersity","nSentence","p.","p..1","very.positive","some.positive","neutral","some.negative","very.negative"
5,116,37316,1,3,1,0,1,0,1,0,0
5,287,37316,1,5,1,0,0,2,0,0,0
5,194,72569,1,5,0,0,2,3,0,0,0
5,429,55043,1,11,2,0,0,3,0,1,0
5,929,77736,0,12,0,0,1,2,5,2,-1
5,584,66000,1,7,3,0,5,7,3,4,0
5,146,83084,0,3,1,0,1,2,1,1,0
1,365,35934,1,7,3,0,0,0,1,0,0
5,1040,66000,1,9,1,0,8,10,4,3,2
4,276,66000,1,10,1,0,2,2,1,0,0
4,1000,67165,1,17,1,0,5,8,4,3,2
1,224,98140,1,5,0,0,0,2,2,3,2
5,797,36695,1,13,0,0,5,4,4,3,0
1,2042,37316,1,29,0,2,1,7,16,8,4
4,598,109742,0,17,8,0,1,4,5,2,1
1,88,77619,0,4,0,0,0,0,0,0,0
4,586,77619,0,15,0,0,3,5,8,0,1
4,622,66000,1,10,0,0,4,3,4,2,0
4,1118,67165,1,8,2,1,1,6,2,10,1
5,689,35934,1,6,1,0,4,4,3,2,0
5,608,66000,1,14,6,0,2,0,3,1,0
4,737,45166,0,10,0,0,0,3,1,7,0
4,496,66000,1,5,0,0,0,4,1,2,1
1,135,43706,0,4,4,0,0,0,0,0,0
2,608,66000,1,10,2,0,2,2,4,1,1
4,192,49865,0,1,1,0,0,1,0,0,0
4,88,49336,0,2,0,0,1,0,0,0,0
3,660,77619,0,9,0,0,1,5,3,1,0
4,182,43706,0,5,0,0,4,1,0,2,0
5,147,77736,0,4,0,0,1,1,0,0,0
5,251,66000,1,6,2,0,2,3,1,1,0
5,160,72569,1,4,0,0,1,2,1,0,0
4,683,66000,1,16,0,0,2,3,4,3,1
2,223,55687,1,2,0,0,0,1,1,0,0
5,715,55043,1,10,0,0,1,4,2,2,0
5,299,66000,1,1,0,0,2,1,4,1,0
3,202,66000,1,4,0,0,1,0,1,1,0
2,1396,83084,0,19,0,0,3,3,7,5,3
1,1146,77736,0,24,6,4,0,1,1,10,4
4,279,55043,1,6,2,0,3,0,0,1,0
5,550,66000,1,16,10,1,0,1,0,1,-1
4,1262,66000,1,12,1,0,6,7,11,5,0
3,405,77736,0,10,1,1,0,0,0,1,1
5,525,77736,0,8,0,0,1,3,1,0,0
2,123,67165,1,2,0,0,2,0,1,0,0
5,331,63109,1,4,1,0,1,0,1,0,0
2,439,37316,1,5,0,0,1,2,2,1,1
4,1229,66000,1,36,15,0,3,7,10,3,1
3,1108,66000,1,12,0,0,4,3,9,7,2
5,238,37316,1,4,1,0,5,0,4,0,0
4,616,46162,1,20,2,0,4,4,2,2,0
3,688,55687,1,9,0,0,0,1,1,2,2
5,618,67165,1,6,0,0,3,4,1,4,1
4,246,66000,1,4,1,0,4,1,1,1,0
4,890,55687,1,14,1,0,2,1,9,3,0
1,824,89129,0,9,1,0,0,2,2,2,0
2,131,77736,0,1,0,0,0,2,0,1,2
5,448,49336,0,8,2,0,1,1,3,5,2
4,581,46162,1,12,1,0,6,3,1,3,1
5,105,80310,0,3,3,0,1,1,1,0,0
3,511,66000,1,7,2,0,3,0,3,4,1
4,98,66000,1,2,0,0,1,2,0,1,1
5,203,63109,1,4,1,0,0,0,2,0,0
5,406,67165,1,9,3,0,3,2,2,2,0
4,182,45166,0,4,0,0,0,2,2,1,0
5,482,67165,1,5,0,0,3,2,2,1,0
1,125,37316,1,3,0,0,0,1,1,0,2
5,160,66000,1,5,2,0,3,3,1,0,0
5,242,55043,1,4,0,0,1,0,0,1,0
5,96,55043,1,3,2,0,2,1,0,0,0
5,414,55043,1,10,1,0,2,4,2,1,1
4,750,35934,1,9,0,0,5,4,6,1,0
5,634,66000,1,9,0,0,3,5,4,1,0
3,258,66000,1,7,4,0,2,1,2,0,0
4,471,80310,0,7,1,0,2,1,4,1,2
4,1755,66000,1,25,1,0,4,10,6,9,1
5,127,72569,1,3,0,0,0,0,1,0,0
4,55,98140,1,1,0,0,0,0,1,0,0
1,462,66000,1,5,0,0,0,2,0,2,1
3,705,83084,0,5,0,0,1,2,6,2,0
4,634,77736,0,10,0,0,2,6,2,1,0
1,471,77736,0,6,0,0,0,2,2,1,5
4,380,66000,1,9,4,0,4,1,2,0,0
4,258,35934,1,3,0,0,2,3,2,1,0
3,685,80310,0,8,1,0,3,2,2,2,0
2,380,98140,1,5,0,0,0,1,1,1,5
5,229,80310,0,2,0,0,2,2,0,1,0
4,2480,37316,1,33,0,3,8,22,17,11,2
5,271,77619,0,3,0,0,1,1,0,2,0
5,232,55043,1,4,1,0,3,3,1,0,0
4,1739,67165,1,17,0,0,3,14,7,5,3
4,385,45166,0,6,0,0,2,1,2,2,0
5,591,55043,1,5,0,0,5,3,5,0,0
3,493,66000,1,9,0,0,1,4,4,1,1
5,982,66000,1,11,0,0,2,2,5,3,0
4,792,66000,1,17,0,0,3,2,3,4,1
4,137,37316,1,5,0,0,3,2,1,2,0
4,557,30413,1,6,0,0,2,4,2,0,0
4,489,66000,1,9,0,0,5,3,3,1,1
5,179,43706,0,3,0,0,1,0,0,1,0
2,357,63109,1,5,0,0,0,2,1,1,1
2,978,66000,1,11,0,0,0,3,1,6,4
5,350,66000,1,5,4,0,1,2,1,0,0
4,1021,55687,1,11,1,0,1,3,3,4,0
3,528,66000,1,9,1,1,0,5,2,2,0
5,624,38919,1,7,0,0,6,5,2,1,0
5,182,80310,0,4,0,0,2,1,0,0,0
5,667,77736,0,10,1,0,1,10,6,1,0
5,481,41255,0,9,1,0,4,4,4,0,0
3,871,45166,0,12,0,0,1,6,5,5,0
5,263,36695,1,6,5,0,2,3,0,0,0
5,419,77736,0,8,4,0,3,10,3,2,1
5,642,45166,0,7,0,0,4,2,6,1,0
5,219,66000,1,4,2,0,1,1,0,1,0
4,1340,38264,1,19,0,1,0,4,11,9,1
3,90,67165,1,3,0,0,1,0,0,1,1
4,657,77619,0,11,1,0,3,3,7,4,0
4,339,66000,1,6,0,0,2,1,4,1,0
3,237,77736,0,5,0,0,1,1,0,1,0
1,720,77736,0,9,0,0,0,1,0,2,3
4,376,49336,0,3,0,0,4,1,1,1,0
5,192,66000,1,7,3,0,5,3,5,1,0
5,87,67165,1,5,5,0,1,1,0,0,0
5,850,66000,1,14,9,1,6,5,4,1,1
1,494,77736,0,4,0,0,0,0,4,3,3
3,150,77736,0,4,0,0,0,3,0,1,1
1,536,49336,0,18,0,1,0,0,1,4,3
5,107,55043,1,3,0,0,3,1,1,0,0
4,1237,77736,0,12,2,0,0,6,6,7,1
5,118,49336,0,2,0,0,2,0,0,0,0
5,669,72569,1,9,1,0,3,6,7,4,0
3,760,66000,1,7,0,0,1,1,3,6,0
5,221,88716,0,11,4,0,1,0,0,0,0
5,97,35934,1,3,2,0,1,1,0,0,0
2,165,72569,1,6,2,1,0,0,2,0,2
4,294,55043,1,12,4,0,4,2,0,2,0
5,932,49865,0,12,1,0,7,4,4,3,0
4,113,83084,0,2,1,0,0,2,1,0,0
4,1397,66000,1,19,5,1,7,6,12,5,0
2,369,37316,1,7,0,0,0,0,1,1,3
5,321,67165,1,6,0,0,3,2,2,0,0
5,97,77736,0,3,0,0,2,0,1,0,0
4,857,77619,0,14,1,0,2,6,2,9,2
5,754,98140,1,11,5,0,2,7,8,1,0
5,229,77736,0,6,0,0,1,2,3,1,0
4,291,66000,1,5,0,0,0,2,0,1,1
5,498,19167,1,7,0,0,1,2,1,0,0
5,1998,66000,1,22,0,1,11,9,6,3,1
4,920,66000,1,14,3,0,4,8,3,7,1
5,1235,66000,1,12,0,0,0,10,8,6,1
4,559,55043,1,14,0,0,2,1,2,2,1
4,220,66000,1,4,0,0,3,2,1,0,0
4,176,63109,1,3,0,0,1,1,0,0,2
2,452,66000,1,3,0,0,1,2,0,0,2
4,272,66000,1,6,1,0,4,1,1,0,0
5,395,66000,1,5,1,0,4,1,1,1,0
2,259,77736,0,2,0,1,0,1,1,1,2
5,313,72569,1,6,0,0,2,0,1,0,0
5,388,35934,1,5,1,0,3,3,5,1,0
5,268,55687,1,6,2,0,3,3,1,1,0
5,303,66000,1,4,0,0,1,1,0,4,0
5,488,55043,1,12,4,0,0,2,0,0,3
5,540,27266,1,8,0,0,4,5,2,2,0
5,136,66000,1,2,2,0,0,2,0,0,0
5,118,55043,1,3,0,0,3,1,0,1,0
4,479,35934,1,6,1,0,4,4,2,0,0
5,373,66000,1,5,0,0,2,1,2,3,0
3,1541,66000,1,23,2,0,2,11,10,9,2
5,1892,72569,1,42,5,0,13,14,5,3,0
4,122,55043,1,5,4,0,2,1,0,1,0
4,535,67165,1,7,0,0,2,12,3,4,0
3,400,66000,1,10,0,0,0,4,5,0,1
3,328,83084,0,9,0,0,0,0,1,0,1
4,161,77736,0,3,0,0,2,1,0,0,0
4,352,35934,1,7,1,0,3,1,1,2,1
3,1784,77736,0,25,0,1,0,5,6,3,3
1,325,66000,1,5,0,0,1,0,2,2,2
5,243,72569,1,7,2,0,2,2,2,0,0
2,1378,66000,1,19,0,0,0,3,6,8,1
1,334,66000,1,4,0,0,0,0,0,2,0
4,218,67165,1,6,0,0,1,4,0,0,0
5,197,80310,0,4,0,0,1,1,1,1,0
1,284,35934,1,6,0,1,1,0,2,0,0
1,692,41255,0,8,0,0,0,0,0,4,2
4,1015,66000,1,14,0,0,1,1,1,4,1
4,305,37316,1,4,0,0,1,0,4,0,0
3,535,46162,1,12,0,2,3,2,4,0,0
3,653,66000,1,10,0,0,1,1,2,2,2
4,187,72569,1,3,0,0,3,2,2,1,0
5,188,35934,1,5,0,0,1,0,0,0,0
4,608,35934,1,7,0,0,1,2,4,3,0
3,999,72569,1,14,1,0,1,3,8,2,2
5,457,80310,0,6,1,0,4,0,2,2,0
4,787,35934,1,17,2,0,4,1,4,8,1
3,336,66000,1,6,1,0,1,1,0,1,0
5,220,67165,1,6,1,0,1,3,2,2,0
5,153,66000,1,5,0,0,0,1,0,1,0
5,247,63109,1,4,2,0,1,0,1,1,0
5,408,35934,1,8,3,0,1,2,2,0,0
5,213,72569,1,4,0,0,0,1,0,2,0
2,652,77736,0,7,0,0,0,2,1,4,0
2,1257,67165,1,15,0,0,2,2,3,5,5
3,2212,38919,1,21,1,0,6,8,10,9,2
4,185,67165,1,3,1,0,0,4,2,0,0
5,154,35934,1,3,0,0,2,1,2,0,0
3,1433,35934,1,14,0,0,2,8,5,8,2
5,744,66000,1,7,0,1,1,1,2,4,0
4,610,37316,1,8,0,0,2,3,7,3,0
4,1144,66000,1,15,0,0,3,9,8,2,1
5,874,35934,1,11,2,1,3,2,2,4,0
1,577,72569,1,7,0,0,2,0,1,1,4
5,533,67165,1,5,0,0,2,1,2,3,3
5,256,66000,1,4,1,1,3,1,1,1,0
2,311,55687,1,3,0,0,1,1,1,3,2
4,264,66000,1,3,0,0,2,3,2,1,0
5,459,41255,0,8,3,0,2,4,2,3,0
1,95,98140,1,1,0,0,0,0,0,0,2
4,281,37316,1,4,1,0,1,2,1,1,0
2,837,77736,0,11,0,0,0,4,2,7,5
4,3028,43706,0,41,3,3,9,7,13,14,4
5,356,66000,1,7,3,0,4,3,1,1,0
5,170,77736,0,3,0,0,2,0,0,1,0
5,689,66000,1,11,2,0,6,2,2,2,0
4,239,37316,1,1,0,0,0,0,2,2,0
3,893,67165,1,7,0,0,2,6,4,5,1
1,146,66000,1,3,0,0,0,0,0,0,3
4,1231,66000,1,23,0,2,0,4,4,11,0
3,1600,55687,1,30,0,2,1,8,7,7,2
4,253,88716,0,3,0,0,3,3,1,1,0
3,771,67165,1,13,0,1,3,3,0,3,1
4,336,37316,1,3,0,0,1,1,2,2,0
5,449,83084,0,12,1,0,5,2,2,3,0
5,419,77736,0,5,1,0,7,2,2,1,0
5,181,66000,1,4,2,0,3,4,1,0,0
5,212,35934,1,4,3,0,2,0,1,1,0
5,209,83084,0,4,0,0,1,2,2,0,1
5,1023,67165,1,21,0,0,6,5,6,3,0
5,92,55043,1,2,2,0,1,1,0,0,0
2,177,66000,1,4,0,0,1,0,0,1,2
5,162,35934,1,3,1,0,1,2,0,0,0
4,716,37316,1,6,0,0,2,7,2,5,0
3,172,77619,0,4,0,0,0,2,0,0,0
4,859,37316,1,17,7,0,2,3,3,4,1
4,1039,35934,1,18,1,0,6,7,8,0,-1
4,165,66000,1,4,1,0,2,1,0,1,0
5,199,43706,0,10,10,0,5,1,0,0,0
1,724,43706,0,10,0,3,0,0,-1,4,6
3,1450,37316,1,17,0,0,1,6,4,3,1
1,936,45166,0,26,4,0,0,2,6,3,4
5,622,77619,0,9,0,0,4,4,5,1,0
5,159,35934,1,4,0,0,3,2,2,0,0
1,807,77736,0,13,0,0,0,1,1,7,3
5,97,67165,1,5,2,0,1,0,0,0,0
5,988,67165,1,8,2,0,2,6,9,2,0
4,245,89129,0,3,0,0,1,2,2,1,0
4,442,43706,0,7,0,0,1,6,2,2,0
3,422,77736,0,8,0,0,2,2,0,1,1
5,311,66000,1,5,4,0,2,1,2,1,0
1,687,37316,1,15,0,0,1,0,2,1,0
5,476,35934,1,10,2,0,2,2,2,2,0
3,504,35934,1,5,0,0,0,4,2,0,1
5,93,77736,0,3,2,0,3,0,0,0,0
5,1134,49865,0,17,0,0,9,8,9,2,0
5,124,66000,1,2,2,0,3,0,0,0,0
5,380,35934,1,10,0,0,2,3,3,1,0
5,67,35934,1,2,0,0,2,1,0,0,0
5,419,77736,0,10,2,0,2,2,1,3,0
4,944,66000,1,16,2,0,6,1,5,6,0
5,249,49336,0,5,0,0,0,2,1,3,0
1,1441,83084,0,25,3,3,1,7,6,6,5
1,1477,55043,1,14,0,0,0,3,3,7,4
1,283,43706,0,6,0,0,1,2,0,2,1
4,210,37316,1,4,0,0,0,0,2,3,1
5,774,66000,1,13,5,0,5,1,7,4,1
5,2139,45166,0,25,0,2,7,10,13,8,1
4,2746,98140,1,37,17,2,8,9,9,6,0
5,112,77619,0,4,1,0,1,2,0,0,0
4,1028,55043,1,22,1,1,2,3,4,6,0
3,193,66000,1,3,0,0,0,0,2,2,1
3,286,36695,1,5,0,0,0,0,1,1,1
5,666,55687,1,14,3,2,7,2,2,1,0
5,598,77736,0,11,7,0,3,1,3,2,0
5,140,72569,1,3,2,0,2,0,0,1,0
2,266,45166,0,4,0,0,0,4,0,1,1
4,447,82999,0,10,0,0,2,2,2,6,0
5,92,66000,1,2,0,0,1,1,0,0,0
4,211,55043,1,4,0,0,5,1,0,0,0
5,149,98140,1,3,0,0,3,2,0,1,0
4,429,55043,1,7,1,0,1,2,3,2,1
5,262,66000,1,5,2,0,2,2,0,2,0
5,236,45166,0,6,0,0,2,0,1,0,0
5,322,72569,1,6,2,0,3,2,0,0,0
5,153,67165,1,3,0,0,2,1,0,1,0
5,110,49336,0,2,1,0,2,0,1,0,0
3,922,66000,1,9,0,0,2,4,2,5,0
4,552,55043,1,7,0,0,1,2,5,4,0
4,696,77619,0,7,0,0,0,6,9,3,0
3,453,55687,1,7,0,0,0,1,2,5,1
4,1275,55043,1,23,1,0,3,10,6,3,0
4,804,35934,1,11,5,0,6,6,6,1,0
5,563,55043,1,10,0,0,7,6,5,0,0
4,230,19167,1,5,1,0,1,1,0,1,0
5,130,67165,1,4,1,0,3,0,0,1,0
4,491,66000,1,5,1,0,0,4,1,3,0
2,463,55043,1,6,1,0,0,3,3,2,2
3,956,46162,1,8,0,0,1,3,6,8,2
4,1026,66000,1,10,2,0,6,4,6,5,0
1,840,49336,0,10,0,0,0,0,1,1,0
4,522,98140,1,10,1,0,2,5,3,0,1
4,483,72569,1,5,1,0,3,2,1,1,0
3,353,35934,1,4,0,0,1,3,1,3,1
5,244,36695,1,4,1,0,3,1,1,0,0
5,536,35934,1,5,2,0,2,3,3,0,0
2,1020,66000,1,15,0,1,0,3,4,6,3
4,580,67165,1,17,14,0,1,3,0,0,0
2,1588,66000,1,19,0,0,1,2,3,0,6
4,617,37316,1,13,0,0,1,2,3,2,4
4,99,55043,1,2,2,0,1,1,0,0,0
5,1092,55043,1,12,0,0,5,11,6,0,0
5,731,66000,1,9,0,0,1,5,1,4,0
2,399,66000,1,6,0,0,0,2,2,0,1
5,2110,77736,0,37,4,0,6,9,8,6,1
5,159,67165,1,4,3,0,3,2,1,0,0
4,2000,37316,1,19,0,0,5,4,12,4,3
4,213,37316,1,4,0,0,0,1,1,1,1
1,2285,49336,0,40,6,0,3,2,7,17,2
3,103,66000,1,3,0,0,0,0,0,0,0
4,692,92859,0,12,5,0,4,3,1,6,0
4,330,77619,0,10,2,0,1,7,3,1,0
5,635,36695,1,6,2,0,4,7,2,5,0
4,626,67165,1,4,1,0,1,4,4,3,0
5,768,77736,0,10,0,0,4,4,5,2,0
2,343,67165,1,6,0,0,2,2,2,1,2
2,254,77736,0,3,0,0,0,1,2,0,0
1,436,66000,1,7,0,0,0,1,2,1,0
4,496,66000,1,6,1,0,1,3,4,3,0
4,990,55687,1,18,0,1,3,3,3,1,2
5,298,35934,1,3,1,0,0,2,0,0,1
5,1929,72569,1,45,8,0,5,5,6,4,2
4,1280,66000,1,30,9,2,1,8,7,5,2
2,231,77736,0,3,0,0,1,1,1,1,1
5,256,66000,1,4,0,0,2,0,1,0,0
5,289,55043,1,5,0,0,2,2,0,2,0
5,132,77619,0,2,0,0,2,2,0,1,0
4,1229,49336,0,18,0,2,1,4,5,5,1
4,969,35934,1,11,0,0,4,3,9,1,1
1,128,37316,1,3,0,0,0,0,1,2,0
2,787,66000,1,8,0,0,0,0,1,2,2
4,546,66000,1,11,1,0,5,3,3,2,2
4,592,66000,1,10,2,0,3,7,5,2,1
1,140,49336,0,3,0,0,0,0,1,1,0
2,1069,55687,1,20,1,1,0,0,6,4,1
5,266,66000,1,3,0,0,5,1,0,1,0
5,144,66000,1,2,0,0,2,0,0,0,0
5,66,80310,0,2,0,0,2,0,0,0,0
2,502,77736,0,13,0,0,0,1,0,4,0
2,228,45166,0,9,0,1,0,1,0,0,1
3,412,37316,1,8,0,0,0,4,2,3,1
5,153,63109,1,6,2,0,2,0,0,0,1
5,439,35934,1,6,2,0,2,9,2,0,0
1,247,77736,0,3,0,0,0,0,2,1,0
4,524,66000,1,5,0,0,1,5,3,3,0
5,283,80310,0,8,5,0,5,1,0,1,0
2,147,98140,1,4,0,0,0,0,2,1,1
4,217,80310,0,4,1,0,1,4,0,0,0
5,1101,37316,1,13,0,0,7,5,4,4,0
4,706,88716,0,14,2,0,7,8,6,2,0
4,616,37316,1,9,0,0,6,2,2,3,0
5,506,55687,1,9,4,0,2,3,3,1,1
5,308,38264,1,7,5,0,1,3,3,1,0
5,576,37116,1,11,7,0,5,1,1,0,0
4,262,66000,1,14,5,0,2,3,1,1,0
5,121,77619,0,3,0,0,1,1,3,2,0
5,1424,55043,1,23,0,1,8,8,5,7,0
5,794,35934,1,13,0,0,2,7,1,1,1
4,379,66000,1,5,1,0,3,2,2,0,0
5,105,80310,0,5,4,0,1,1,0,0,0
4,481,80310,0,6,0,0,0,0,3,2,2
2,936,55043,1,11,0,0,2,5,7,1,6
4,783,77619,0,9,5,0,2,3,4,4,1
2,406,77619,0,4,0,0,0,0,1,2,1
5,1595,89129,0,17,0,1,3,8,3,11,0
5,120,35934,1,3,0,0,2,0,0,1,0
2,829,55043,1,9,0,0,0,2,3,3,1
5,406,37316,1,7,0,0,3,5,2,1,0
5,239,66000,1,6,0,0,4,0,0,2,0
2,763,67165,1,9,0,0,2,4,3,9,1
5,99,77736,0,4,3,0,0,0,0,0,0
5,408,63109,1,5,0,0,2,0,1,0,0
5,76,49336,0,1,0,0,3,1,0,1,0
4,274,66000,1,5,0,0,0,4,0,2,0
2,437,49425,0,5,0,0,1,1,2,5,1
5,904,66000,1,13,7,0,9,0,4,2,1
5,1930,66000,1,28,4,2,7,7,9,4,0
1,214,66000,1,7,0,0,1,1,0,0,0
5,472,35934,1,7,0,0,4,4,3,1,0
4,722,66000,1,7,0,0,2,4,4,2,0
5,755,77736,0,15,6,0,3,2,3,2,2
5,907,49425,0,13,0,0,4,3,4,1,0
5,136,66000,1,8,4,0,2,3,0,0,0
5,296,66000,1,6,1,0,7,1,1,1,0
2,3070,66000,1,60,5,2,5,3,14,13,7
4,1077,83084,0,18,0,0,0,7,4,4,0
1,87,67165,1,2,0,0,0,0,1,2,2
3,310,67165,1,7,1,0,1,2,0,2,0
5,70,35934,1,1,1,0,1,2,1,0,0
4,369,66000,1,4,0,0,1,1,3,0,0
5,145,63109,1,5,5,0,1,2,0,1,0
4,801,77619,0,9,0,0,0,2,3,3,0
5,121,55687,1,4,0,0,1,0,0,0,0
2,337,49865,0,7,0,4,0,0,2,2,0
2,1225,80310,0,24,0,0,1,0,6,6,5
4,302,43706,0,4,3,0,2,4,0,2,0
3,494,55687,1,6,0,0,0,5,2,1,0
4,457,66000,1,8,1,0,5,2,3,1,0
5,148,66000,1,4,4,0,2,0,0,1,0
3,585,37316,1,7,1,0,0,6,4,4,1
5,289,66000,1,7,6,0,1,6,1,0,0
1,876,35934,1,6,0,0,0,3,1,5,1
4,242,98140,1,4,1,0,1,1,4,1,0
1,2284,49865,0,40,0,2,2,12,11,13,11
2,433,66000,1,6,0,0,0,2,0,0,0
2,297,37316,1,5,0,0,0,1,1,1,0
5,633,66000,1,9,3,0,5,6,7,2,0
4,781,37316,1,11,7,0,1,5,3,1,0
5,560,43706,0,11,1,2,1,3,2,3,0
5,92,67165,1,2,2,0,2,0,0,1,0
4,1453,55687,1,36,3,1,3,6,5,4,0
2,282,83084,0,4,1,0,2,1,2,2,0
5,469,66000,1,7,1,0,4,5,3,0,0
4,1401,80310,0,21,1,1,3,3,3,8,1
3,149,77619,0,4,1,0,1,0,1,0,1
5,103,66000,1,3,0,0,1,1,0,0,0
5,499,66000,1,9,1,0,4,2,1,0,0
5,120,66000,1,5,4,0,2,1,2,0,0
5,944,66000,1,17,5,0,3,9,2,6,0
4,856,80310,0,9,0,0,4,4,6,3,0
2,764,67165,1,14,0,0,1,2,2,2,0
3,1996,66000,1,37,0,0,4,5,24,5,1
1,661,45166,0,9,0,3,0,0,0,3,1
5,115,41255,0,3,1,0,1,1,0,0,0
4,272,66000,1,4,0,0,3,2,0,3,0
5,1007,55043,1,10,1,0,5,2,2,3,2
2,92,67165,1,3,0,0,0,0,0,0,1
5,336,72569,1,3,0,0,3,1,2,2,0
4,533,67165,1,14,2,0,3,4,5,1,1
5,239,77736,0,5,0,0,5,1,2,0,0
3,202,35934,1,4,0,0,0,1,0,3,0
5,280,66000,1,6,2,0,2,1,0,1,0
5,250,55043,1,3,1,0,3,0,0,0,0
5,475,66000,1,6,0,0,2,1,5,1,0
1,637,55687,1,17,6,1,-1,1,4,2,1
4,727,55043,1,14,0,1,4,3,4,0,3
4,3751,55043,1,53,0,3,11,32,25,10,3
5,457,67165,1,12,4,0,2,3,0,3,2
5,2114,37316,1,33,1,0,5,15,5,7,2
4,955,55687,1,12,0,0,6,7,4,4,1
4,315,67165,1,7,4,0,2,3,0,2,0
4,201,66000,1,3,0,0,0,1,2,1,1
4,182,66000,1,4,0,0,1,4,0,1,0
2,255,35934,1,3,0,0,0,1,0,1,2
4,921,77619,0,18,0,0,2,5,0,2,0
5,289,67165,1,6,1,0,3,5,0,0,0
1,1527,66000,1,30,2,3,0,4,1,8,1
5,710,83084,0,12,7,0,3,2,1,5,0
3,1183,35934,1,9,0,0,3,6,9,9,1
3,1396,98140,1,14,0,0,0,4,12,4,3
4,263,49865,0,2,0,0,0,0,1,2,1
3,900,66000,1,13,1,1,2,2,2,4,3
4,603,43706,0,8,5,0,3,4,4,0,0
2,727,66000,1,12,0,0,0,2,2,3,4
2,622,66000,1,17,1,2,0,1,4,8,0
3,3323,37316,1,33,2,2,1,12,7,17,3
5,219,37316,1,4,1,0,4,0,0,1,0
5,1943,35934,1,21,3,0,11,6,6,8,1
4,442,98140,1,6,0,0,2,4,5,0,0
2,861,72569,1,13,0,0,0,1,6,3,0
3,385,66000,1,6,0,0,1,4,1,1,0
3,1079,37316,1,11,0,0,0,6,5,2,0
5,517,55687,1,9,3,0,4,2,4,2,0
1,178,72569,1,3,1,0,0,0,1,3,0
5,239,43706,0,7,3,0,1,1,1,1,0
5,864,35934,1,13,4,0,6,5,1,5,0
4,360,98140,1,8,1,0,2,3,3,2,0
5,1427,72569,1,14,3,0,5,8,6,6,0
5,138,55687,1,2,0,0,0,0,0,0,0
3,750,55687,1,12,1,0,1,8,1,3,4
1,569,35934,1,10,0,0,0,0,1,2,3
5,319,38264,1,5,1,0,1,3,1,0,0
4,706,45166,0,19,1,0,3,10,4,0,0
2,240,80310,0,1,0,0,0,1,1,0,0
5,382,66000,1,7,2,0,3,4,4,0,0
5,263,63109,1,8,4,0,3,2,1,0,0
3,988,46162,1,15,0,0,1,5,5,10,3
3,683,80310,0,21,0,0,1,6,5,5,0
5,196,77736,0,4,1,0,3,0,1,0,0
5,177,66000,1,2,0,0,1,1,1,1,0
1,220,77736,0,5,0,0,0,0,2,2,0
5,145,83084,0,3,2,0,2,3,0,0,0
5,778,55687,1,10,0,0,2,3,4,4,0
5,337,55043,1,10,0,0,1,3,0,0,0
3,4360,72569,1,71,6,3,5,18,25,28,1
4,812,66000,1,11,0,0,1,4,5,4,0
5,373,77736,0,7,3,0,3,5,3,0,0
4,809,66000,1,9,0,0,7,2,6,3,0
5,224,66000,1,4,0,0,2,2,3,0,0
2,654,66000,1,14,4,2,0,2,4,1,3
4,679,55687,1,12,0,0,3,0,6,3,1
4,496,66000,1,8,5,0,0,3,1,3,0
3,188,66000,1,2,0,0,2,1,2,4,0
4,324,55043,1,9,2,0,2,4,2,0,1
5,130,36695,1,5,2,0,1,1,1,1,0
1,144,77619,0,1,0,0,0,2,0,1,1
1,239,67165,1,19,3,1,0,0,0,1,3
2,829,49336,0,24,0,0,1,2,1,12,1
3,271,98140,1,6,0,0,0,4,0,0,0
3,440,98140,1,6,0,0,0,6,1,2,1
4,247,55687,1,5,4,0,1,2,1,1,0
5,785,72569,1,16,8,0,1,4,7,3,1
4,408,66000,1,8,0,0,3,6,0,0,0
5,883,67165,1,13,1,0,8,4,2,2,0
5,355,83084,0,7,2,0,4,3,3,0,1
5,461,37316,1,10,0,1,1,1,1,0,1
4,386,66000,1,5,1,0,2,2,4,1,0
4,310,66000,1,5,0,0,3,1,0,1,0
5,1399,67165,1,16,0,0,6,6,4,3,1
5,643,49336,0,7,0,0,3,3,5,3,1
2,214,67165,1,7,0,0,1,2,2,1,2
5,426,72569,1,4,0,0,4,1,0,2,0
5,320,46162,1,8,2,0,2,2,1,1,0
5,257,35934,1,3,0,0,1,1,2,1,0
1,407,77736,0,8,0,0,0,0,2,2,2
5,372,77736,0,8,4,0,4,3,1,0,0
4,63,66000,1,2,0,0,2,0,0,2,0
5,433,49865,0,5,0,0,2,3,5,0,0
5,229,77736,0,3,2,0,2,1,0,1,0
4,235,72569,1,4,2,0,2,1,1,1,0
2,497,89129,0,4,0,0,0,2,3,4,1
2,686,37316,1,9,0,0,1,2,1,1,1
1,571,77736,0,11,0,0,2,2,2,3,2
5,203,55043,1,6,0,0,1,3,0,0,0
5,580,66000,1,7,1,0,1,3,2,1,0
4,585,77619,0,10,1,0,0,4,7,2,0
5,354,66000,1,7,3,0,0,3,1,1,0
2,988,66000,1,12,0,1,2,3,3,3,0
4,569,43706,0,6,0,0,1,6,4,2,0
5,233,67165,1,3,2,0,3,3,1,0,0
2,1120,66000,1,14,0,0,0,6,4,9,2
3,1091,67165,1,20,0,1,3,7,8,5,4
5,570,55043,1,6,1,0,2,0,5,1,0
4,159,49336,0,2,2,0,0,1,0,0,0
5,797,72569,1,19,1,0,2,9,1,5,1
1,162,77736,0,1,0,0,0,0,0,2,1
2,2277,67165,1,28,0,3,0,9,13,11,1
